date,price,daily_funding_rate,usdc_borrow_apr,eth_long,eth_short_perp,usdc_borrowed,funding_income_usd,staking_income_usd,daily_borrow_rate,borrow_cost_usd,net_pnl_usd,equity_usd,net_yield_daily_pct,funding_yield_daily_pct,staking_yield_daily_pct,borrow_yield_daily_pct,net_apr,funding_apr,staking_apr,borrow_apr,raw_funding_apr,raw_borrow_apr,cum_net_pnl_usd,cum_funding_usd,cum_staking_usd,cum_borrow_usd,cum_net_yield_pct,cum_funding_yield_pct,cum_staking_yield_pct,cum_borrow_yield_pct
2022-01-01,3699.9999999999995,0.0001,0.032,3.3616000000000006,3.3616000000000006,8737.920000000002,1.1194128,0.9200653150684932,0.00010136986301369863,0.8857617534246577,1.1537163616438355,3699.9999999999995,0.031181523287671233,0.030254400000000008,0.02486663013698631,0.023939506849315076,11.381256,11.042856000000002,9.076320000000003,8.737920000000003,3.6500000000000004,3.6999999999999997,1.1537163616438355,1.1194128,0.9200653150684932,0.8857617534246577,0.031181523287671233,0.030254400000000008,0.02486663013698631,0.023939506849315076
2022-01-02,3711.477667603776,0.00031330195582810193,0.03193548387096774,3.3616000000000006,3.3616000000000006,8765.02565981308,3.51802160493797,0.922919424219877,0.00010119310649580202,0.8869601750319024,3.5539808541259448,3711.477667603776,0.09575649303099498,0.09478762692405729,0.02486663013698631,0.023897764030048615,34.95111995631317,34.59748382728091,9.076320000000003,8.722683870967744,11.435521387725721,3.693548387096774,4.70769721576978,4.63743440493797,1.8429847392883703,1.77272192845656,0.12693801631866622,0.1250420269240573,0.04973326027397262,0.047837270879363694
2022-01-03,3581.457073284018,-0.00044668221191446027,0.031870967741935485,3.3616000000000006,3.3616000000000006,8457.969024267539,-4.840017731491508,0.8905876839284714,0.00010101634997790543,0.854393159057693,-4.80382320662073,3581.457073284018,-0.13413041419524438,-0.13514102312144852,0.02486663013698631,0.02385602121078215,-48.957601181264195,-49.32647343932871,9.076320000000003,8.707447741935486,-16.3039007348778,3.6870967741935483,-0.09612599085094953,-0.20258332655353772,2.7335724232168417,2.627115087514253,-0.00719239787657816,-0.010098996197391213,0.07459989041095892,0.07169329209014584
2022-01-04,3623.649446406112,0.00016063595693722885,0.03180645161290323,3.3616000000000006,3.3616000000000006,8557.610532632676,1.7610735180906578,0.9010795052987597,0.00010083959346000884,0.8629459670997688,1.7992070562896487,3623.649446406112,0.04965179670108759,0.04859944495561698,0.02486663013698631,0.023814278391515693,18.12290579589697,17.7387974088002,9.076320000000003,8.692211612903227,5.863212428208852,3.6806451612903226,1.7030810654386992,1.55849019153712,3.634651928515601,3.4900610546140216,0.04245939882450943,0.038500448758225767,0.09946652054794523,0.09550757048166153
2022-01-05,3658.610311764759,0.0008099358648704941,0.03174193548387097,3.3616000000000006,3.3616000000000006,8640.174112263658,8.965103939398096,0.9097730943801843,0.00010066283694211225,0.869744437814256,9.005132595964024,3658.610311764759,0.24613533086611591,0.24504123630137886,0.02486663013698631,0.023772535572249235,89.83939576613231,89.44005125000328,9.076320000000003,8.67697548387097,29.562659067773033,3.674193548387097,10.708213661402723,10.523594130935216,4.544425022895785,4.359805492428277,0.28859472969062533,0.28354168505960464,0.12433315068493155,0.11928010605391076
2022-01-06,3414.23722067665,-0.0006622791469177655,0.03167741935483871,3.3616000000000006,3.3616000000000006,8063.062620349979,-6.84105871287107,0.8490057416649835,0.00010048608042421564,0.8102255589339749,-6.802278530140061,3414.23722067665,-0.19923274484108497,-0.20036858222508852,0.02486663013698631,0.02373079275298277,-72.71995186699601,-73.1345325121573,9.076320000000003,8.661739354838712,-24.173188862498442,3.667741935483871,3.9059351312626625,3.6825354180641456,5.393430764560769,5.170031051362252,0.08936198484954036,0.08317310283451612,0.14919978082191784,0.14301089880689352
2022-01-07,3268.566222073781,-0.0014594629296837231,0.031612903225806455,3.3616000000000006,3.3616000000000006,7719.0459900494425,-14.432411438400612,0.8127822732255536,0.00010030932390631905,0.7742922844636427,-14.393921449638702,3268.566222073781,-0.4403741723949624,-0.44155175259823237,0.02486663013698631,0.02368904993371631,-160.73657292416127,-161.1663896983548,9.076320000000003,8.646503225806454,-53.2703969334559,3.661290322580645,-10.48798631837604,-10.749876020336465,6.2062130377863225,5.944323335825895,-0.35101218754542207,-0.35837864976371625,0.17406641095890416,0.16669994874060984
2022-01-08,3256.650198054741,-0.001136055208014065,0.03154838709677419,3.3616000000000006,3.3616000000000006,7690.905107726078,-11.193324498138878,0.8098191596057045,0.00010013256738842243,0.7701100739773438,-11.153615412510518,3256.650198054741,-0.3424873638308709,-0.34370668685340733,0.02486663013698631,0.023647307114449845,-125.00788779826789,-125.45294070149367,9.076320000000003,8.631267096774193,-41.466015092513366,3.654838709677419,-21.641601730886556,-21.943200518475344,7.016032197392027,6.714433409803239,-0.6934995513762929,-0.7020853366171236,0.19893304109589047,0.19034725585505968
2022-01-09,3196.8135438891304,-0.0011720167414524627,0.03148387096774194,3.3616000000000006,3.3616000000000006,7549.594865248572,-11.335473509395424,0.7949398001279945,9.995581087052585e-05,0.7546258764998793,-11.295159585767308,3196.8135438891304,-0.35332556718419106,-0.354586633025994,0.02486663013698631,0.023605564295183387,-128.96383202222972,-129.4241210544878,9.076320000000003,8.616030967741937,-42.778611063014885,3.6483870967741936,-32.936761316653865,-33.278674027870764,7.810971997520022,7.469059286303119,-1.046825118560484,-1.0566719696431175,0.22379967123287678,0.21395282015024308
2022-01-10,3159.0908054815955,-0.0009929750404875956,0.03141935483870968,3.3616000000000006,3.3616000000000006,7460.508846225338,-9.490497654704173,0.7855594262906499,9.977905435262926e-05,0.7444025176657894,-9.449340746079312,3159.0908054815955,-0.2991158319882098,-0.30041864064927915,0.02486663013698631,0.02356382147591693,-109.17727867569657,-109.65280383698689,9.076320000000003,8.60079483870968,-36.24358897779724,3.641935483870968,-42.38610206273317,-42.769171682574935,8.59653142381067,8.213461803968908,-1.3459409505486937,-1.3570906102923965,0.2486663013698631,0.23751664162616
2022-01-11,3050.6702396904548,-0.0014261595337159622,0.031354838709677424,3.3616000000000006,3.3616000000000006,7204.462838052979,-13.162910227514747,0.758598885202939,9.960229783473267e-05,0.7175810533350162,-13.121892395646823,3050.6702396904548,-0.4301314584882263,-0.43147600996856217,0.02486663013698631,0.023522078656650472,-156.9979823482026,-157.4887436385252,9.076320000000003,8.585558709677422,-52.05482298063262,3.635483870967742,-55.50799445838,-55.93208191008968,9.35513030901361,8.931042857303924,-1.77607240903692,-1.7885666202609587,0.2735329315068494,0.2610387202828105
2022-01-12,3083.9564958992887,-0.0005816570212545879,0.031290322580645166,3.3616000000000006,3.3616000000000006,7283.071660715762,-5.427049245155237,0.7668760554208394,9.942554131683606e-05,0.7241233423159728,-5.38429653205037,3083.9564958992887,-0.1745905475388458,-0.17597684183844808,0.02486663013698631,0.023480335837384007,-63.725549851678714,-64.23154727103355,9.076320000000003,8.570322580645163,-21.23048127579246,3.6290322580645165,-60.89229099043037,-61.35913115524492,10.12200636443445,9.655166199619897,-1.9506629565757658,-1.9645434620994067,0.2983995616438357,0.2845190561201945
2022-01-13,3088.95908256679,6.504588673386414e-05,0.0312258064516129,3.3616000000000006,3.3616000000000006,7294.8857693897335,0.6078837564921441,0.7681200301447292,9.924878479893945e-05,0.7240085478590075,0.6519952387778658,3088.95908256679,0.021107279874878957,0.0196792427560102,0.02486663013698631,0.023438593018117546,7.70415715433082,7.1829236059437225,9.076320000000003,8.555086451612905,2.3741748657860406,3.62258064516129,-60.2402957516525,-60.751247398752774,10.890126394579179,10.379174747478904,-1.9295556767008868,-1.9448642193433965,0.323266191780822,0.3079576491383121
2022-01-14,3024.7127712697393,0.00011651049201663575,0.031161290322580647,3.3616000000000006,3.3616000000000006,7143.161680630618,1.066197649638862,0.7521441375378347,9.907202828104287e-05,0.7076875160394984,1.1106542711371985,3024.7127712697393,0.03671933023481627,0.03524955029668105,0.02486663013698631,0.023396850198851092,13.40255553570794,12.866085858288583,9.076320000000003,8.539850322580648,4.2526329586072045,3.616129032258065,-59.1296414805153,-59.685049749113915,11.642270532117013,11.086862263518404,-1.8928363464660705,-1.9096146690467155,0.3481328219178083,0.33135449933716316
2022-01-15,3040.4675897834627,0.0008139767617111503,0.03109677419354839,3.3616000000000006,3.3616000000000006,7180.368260032627,7.487570580313081,0.7560618299863957,9.889527176314628e-05,0.7101044704353965,7.533527939864079,3040.4675897834627,0.24777530815253998,0.24626378539513832,0.02486663013698631,0.02335510737958463,90.43798747567709,89.88628166922548,9.076320000000003,8.52461419354839,29.710151802456984,3.609677419354839,-51.596113540651224,-52.19747916880083,12.398332362103408,11.7969667339538,-1.6450610383135305,-1.6633508836515771,0.3729994520547946,0.3547096067167478
2022-01-16,2989.6415814302586,0.0009368930271567526,0.031032258064516132,3.3616000000000006,3.3616000000000006,7060.337558705701,8.474179841517776,0.7434231144758108,9.871851524524968e-05,0.6969860409256976,8.520616915067889,2989.6415814302586,0.2850046295847807,0.2834513640081126,0.02486663013698631,0.02331336456031817,104.02668979844495,103.4597478629611,9.076320000000003,8.509378064516133,34.19659549122147,3.603225806451613,-43.075496625583334,-43.72329932728306,13.141755476579219,12.493952774879498,-1.3600564087287497,-1.3798995196434645,0.39786608219178093,0.37802297127706597
2022-01-17,2840.489964214311,0.00010640942512647701,0.03096774193548387,3.3616000000000006,3.3616000000000006,6708.101099488518,0.9144540772707903,0.7063341334793874,9.854175872735306e-05,0.6610280800644893,0.9597601306856886,2840.489964214311,0.03378854151139947,0.03219353311546486,0.02486663013698631,0.023271621741051702,12.332817651660806,11.750639587144676,9.076320000000003,8.49414193548387,3.8839440171164106,3.596774193548387,-42.11573649489765,-42.80884525001227,13.848089610058606,13.154980854943988,-1.3262678672173502,-1.3477059865279997,0.42273271232876725,0.40129459301811765
2022-01-18,2798.8690548446993,0.00024976834757535385,0.030903225806451613,3.3616000000000006,3.3616000000000006,6609.809159921244,2.114991009513288,0.6959844158867958,9.836500220945647e-05,0.6501738926197388,2.160801532780345,2798.8690548446993,0.07720266616403892,0.07556591494883787,0.02486663013698631,0.023229878921785248,28.178973149874206,27.58155895632582,9.076320000000003,8.478905806451616,9.116544686500415,3.590322580645161,-39.9549349621173,-40.69385424049898,14.544074025945402,13.805154747563726,-1.2490652010533112,-1.2721400715791618,0.44759934246575356,0.4245244719399029
2022-01-19,2663.6437844021075,-0.0005798907437080799,0.030838709677419356,3.3616000000000006,3.3616000000000006,6290.4611612440185,-4.673162318553835,0.662358448034097,9.818824569155987e-05,0.6176493460134427,-4.628453216533181,2663.6437844021075,-0.17376397112994982,-0.17544246516441733,0.02486663013698631,0.023188136102518783,-63.42384946243168,-64.03649978501232,9.076320000000003,8.463669677419356,-21.16601214534492,3.583870967741935,-44.58338817865048,-45.367016559052814,15.206432473979499,14.422804093577168,-1.422829172183261,-1.447582536743579,0.47246597260273987,0.4477126080424217
2022-01-20,2668.432916950749,2.7788324024257565e-05,0.030774193548387098,3.3616000000000006,3.3616000000000006,6301.771176670891,0.22434024412555179,0.6635493439117378,9.801148917366328e-05,0.6176459774571823,0.27024361058010726,2668.432916950749,0.010127427557328964,0.008407190703594983,0.02486663013698631,0.023146393283252326,3.696511058425072,3.0686246068121688,9.076320000000003,8.448433548387099,1.0142738268854012,3.5774193548387094,-44.31314456807037,-45.142676314927265,15.869981817891237,15.04045007103435,-1.4127017446259322,-1.439175346039984,0.4973326027397262,0.47085900132567404
2022-01-21,2599.1861970392542,-9.872464529046718e-05,0.03070967741935484,3.3616000000000006,3.3616000000000006,6138.238122927904,-0.7763392050669533,0.6463300181893515,9.783473265576667e-05,0.6005328857340866,-0.7305420726116884,2599.1861970392542,-0.028106569411758663,-0.02986854908475911,0.02486663013698631,0.023104650463985865,-10.258897835291911,-10.902020415937075,9.076320000000003,8.43319741935484,-3.603449553102052,3.5709677419354837,-45.04368664068206,-45.91901551999422,16.51631183608059,15.640982956768436,-1.4408083140376908,-1.4690438951247433,0.5221992328767124,0.4939636517896599
2022-01-22,2525.0729192835556,-0.0003106401216526714,0.03064516129032258,3.3616000000000006,3.3616000000000006,5963.212206180046,-2.3731217315969166,0.6279005435274446,9.765797613787008e-05,0.5823552353361866,-2.3275764234056586,2525.0729192835556,-0.09217858247301891,-0.09398230496528583,0.02486663013698631,0.023062907644719403,-33.6451826026519,-34.30354131232933,9.076320000000003,8.417961290322582,-11.338364440322506,3.564516129032258,-47.37126306408772,-48.292137251591136,17.144212379608035,16.223338192104624,-1.5329868965107099,-1.5630262000900292,0.5470658630136987,0.5170265594343793
2022-01-23,2425.905465707326,-0.0008462692358275888,0.03058064516129032,3.3616000000000006,3.3616000000000006,5729.018347814423,-6.211135029511131,0.603240939630376,9.748121961997349e-05,0.5584716957701554,-6.16636578565091,2425.905465707326,-0.25418821437268874,-0.2560336796842221,0.02486663013698631,0.023021164825452946,-92.77869824603138,-93.45229308474106,9.076320000000003,8.402725161290325,-30.88882710770699,3.5580645161290323,-53.53762884973863,-54.50327228110227,17.74745331923841,16.78180988787478,-1.7871751108833986,-1.8190598797742514,0.5719324931506851,0.5400477242598322
2022-01-24,2452.7721621013065,3.9658642992454994e-05,0.030516129032258067,3.3616000000000006,3.3616000000000006,5792.466738018447,0.29429548733461647,0.6099217816526942,9.730446310207688e-05,0.5636328659795237,0.34058440300778703,2452.7721621013065,0.013885692616309134,0.011998484485509308,0.02486663013698631,0.022979422006186485,5.068277804952833,4.379446837210898,9.076320000000003,8.387489032258067,1.4475404692246074,3.5516129032258066,-53.19704444673084,-54.208976793767654,18.357375100891105,17.345442753854304,-1.7732894182670895,-1.8070613952887422,0.5967991232876714,0.5630271462660187
2022-01-25,2403.012597256566,-0.0001656108483587697,0.03045161290322581,3.3616000000000006,3.3616000000000006,5674.954549681108,-1.2040190929967567,0.5975482547049786,9.712770658418029e-05,0.5511953203799856,-1.1576661586717636,2403.012597256566,-0.048175617555789335,-0.05010456850585562,0.02486663013698631,0.022937679186920024,-17.584100407863108,-18.288167504637304,9.076320000000003,8.372252903225808,-6.044795965095093,3.545161290322581,-54.35471060540261,-55.41299588676441,18.954923355596083,17.89663807423429,-1.8214650358228788,-1.8571659637945979,0.6216657534246577,0.5859648254529387
2022-01-26,2359.8582564010185,-0.0005429963059014097,0.03038709677419355,3.3616000000000006,3.3616000000000006,5573.041258316646,-3.8767816184209,0.5868172243763753,9.69509500662837e-05,0.540311644752396,-3.830276038796921,2359.8582564010185,-0.16230958060330336,-0.16428027437263612,0.02486663013698631,0.022895936367653563,-59.24299692020573,-59.96230014601218,9.076320000000003,8.35701677419355,-19.819365165401454,3.538709677419355,-58.184986644199526,-59.28977750518531,19.54174057997246,18.436949718986686,-1.983774616426182,-2.021446238167234,0.646532383561644,0.6088607618205922
2022-01-27,2342.289709717311,-0.0008139013462471372,0.03032258064516129,3.3616000000000006,3.3616000000000006,5531.551378468403,-5.767676875629339,0.5824485188520939,9.67741935483871e-05,0.5353114237227486,-5.720539780499993,2342.289709717311,-0.2442285323103947,-0.24624096889899394,0.02486663013698631,0.0228541935483871,-89.14341429329407,-89.87795364813279,9.076320000000003,8.341780645161291,-29.707399138020506,3.532258064516129,-63.90552642469952,-65.05745438081465,20.12418909882455,18.972261142709435,-2.2280031487365766,-2.2676872070662277,0.6713990136986303,0.6317149553689794
